date,open,high,low,close,adjusted close,volume,symbol,company
2/5/2021,137.35,137.42,135.86,136.76,136.3240999,75693830,AAPL,Apple Inc
2/8/2021,136.03,136.96,134.92,136.91,136.4736218,71297214,AAPL,Apple Inc
2/9/2021,136.62,137.877,135.85,136.01,135.5764904,75986989,AAPL,Apple Inc
2/10/2021,136.48,136.99,134.4,135.39,134.9584666,72647988,AAPL,Apple Inc
2/11/2021,135.9,136.39,133.77,135.13,134.6992953,64280029,AAPL,Apple Inc
2/12/2021,134.35,135.53,133.6921,135.37,134.9385303,60145130,AAPL,Apple Inc
2/16/2021,135.49,136.01,132.79,133.19,132.7654787,80576316,AAPL,Apple Inc
2/17/2021,131.25,132.22,129.47,130.84,130.422969,97372199,AAPL,Apple Inc
2/18/2021,129.2,129.995,127.41,129.71,129.2965706,96856748,AAPL,Apple Inc
2/19/2021,130.24,130.71,128.8,129.87,129.4560607,87668834,AAPL,Apple Inc
2/22/2021,128.01,129.72,125.6,126,125.5983957,102886922,AAPL,Apple Inc
2/23/2021,123.76,126.71,118.39,125.86,125.4588419,158273022,AAPL,Apple Inc
2/24/2021,124.94,125.56,122.23,125.35,124.9504674,111039904,AAPL,Apple Inc
2/25/2021,124.68,126.4585,120.54,120.99,120.6043642,144766924,AAPL,Apple Inc
2/26/2021,122.59,124.85,121.2,121.26,120.8735036,163424672,AAPL,Apple Inc
3/1/2021,123.75,127.93,122.79,127.79,127.3826903,116307892,AAPL,Apple Inc
3/2/2021,128.41,128.72,125.01,125.12,124.7212005,102260945,AAPL,Apple Inc
3/3/2021,124.81,125.71,121.84,122.06,121.6709538,112966340,AAPL,Apple Inc
3/4/2021,121.75,123.6,118.62,120.13,119.7471053,178154975,AAPL,Apple Inc
3/5/2021,120.98,121.935,117.57,121.42,121.0329937,153766601,AAPL,Apple Inc
3/8/2021,120.93,121,116.21,116.36,115.9891216,154376610,AAPL,Apple Inc
3/9/2021,119.03,122.06,118.79,121.085,120.6990614,129525780,AAPL,Apple Inc
3/10/2021,121.69,122.17,119.45,119.98,119.5975834,111943326,AAPL,Apple Inc
3/11/2021,122.54,123.21,121.26,121.96,121.5712725,103026514,AAPL,Apple Inc
3/12/2021,120.4,121.17,119.16,121.03,120.6442367,88105050,AAPL,Apple Inc
3/15/2021,121.41,124,120.42,123.99,123.5948022,92590555,AAPL,Apple Inc
3/16/2021,125.7,127.22,124.715,125.57,125.1697662,115227936,AAPL,Apple Inc
3/17/2021,124.05,125.8599,122.336,124.76,124.362348,111932636,AAPL,Apple Inc
3/18/2021,122.88,123.18,120.32,120.53,120.1458304,121469755,AAPL,Apple Inc
3/19/2021,119.9,121.43,119.675,119.99,119.6075515,185549522,AAPL,Apple Inc
3/22/2021,120.33,123.87,120.26,123.39,122.9967146,111912284,AAPL,Apple Inc
3/23/2021,123.33,124.24,122.14,122.54,122.1494238,95467142,AAPL,Apple Inc
3/24/2021,122.82,122.9,120.065,120.09,119.7072328,88530485,AAPL,Apple Inc
3/25/2021,119.54,121.66,119,120.59,120.2056391,98844681,AAPL,Apple Inc
3/26/2021,120.35,121.48,118.92,121.21,120.823663,94071234,AAPL,Apple Inc
3/29/2021,121.65,122.58,120.7299,121.39,121.0030893,80819203,AAPL,Apple Inc
3/30/2021,120.11,120.4031,118.86,119.9,119.5178384,85671919,AAPL,Apple Inc
3/31/2021,121.65,123.52,121.15,122.15,121.7606669,118323826,AAPL,Apple Inc
4/1/2021,123.66,124.18,122.49,123,122.6079577,75089134,AAPL,Apple Inc
4/5/2021,123.87,126.1601,123.07,125.9,125.4987144,88651175,AAPL,Apple Inc
4/6/2021,126.5,127.13,125.65,126.21,125.8077263,80171253,AAPL,Apple Inc
4/7/2021,125.83,127.92,125.14,127.9,127.4923397,83466716,AAPL,Apple Inc
4/8/2021,128.95,130.39,128.52,130.36,129.9444989,88844591,AAPL,Apple Inc
4/9/2021,129.8,133.04,129.47,132.995,132.5711002,106686703,AAPL,Apple Inc
4/12/2021,132.52,132.85,130.63,131.24,130.821694,91419983,AAPL,Apple Inc
4/13/2021,132.44,134.66,131.93,134.43,134.0015264,91266545,AAPL,Apple Inc
4/14/2021,134.94,135,131.655,132.03,131.609176,87222782,AAPL,Apple Inc
4/15/2021,133.82,135,133.64,134.5,134.0713033,89347102,AAPL,Apple Inc
4/16/2021,134.3,134.67,133.28,134.16,133.732387,84922386,AAPL,Apple Inc
4/19/2021,133.51,135.47,133.34,134.84,134.4102196,94264215,AAPL,Apple Inc
4/20/2021,135.02,135.53,131.81,133.11,132.6857337,94812349,AAPL,Apple Inc
4/21/2021,132.36,133.75,131.3001,133.5,133.0744906,68847136,AAPL,Apple Inc
4/22/2021,133.04,134.15,131.41,131.94,131.5194629,84566456,AAPL,Apple Inc
4/23/2021,132.16,135.12,132.16,134.32,133.891877,78756779,AAPL,Apple Inc
4/26/2021,134.83,135.06,133.56,134.72,134.2906021,66905069,AAPL,Apple Inc
4/27/2021,135.01,135.41,134.11,134.39,133.9616539,66015804,AAPL,Apple Inc
4/28/2021,134.31,135.02,133.08,133.58,133.1542357,107760097,AAPL,Apple Inc
4/29/2021,136.47,137.07,132.45,133.48,133.0545544,151100953,AAPL,Apple Inc
4/30/2021,131.78,133.56,131.065,131.46,131.0409928,109839466,AAPL,Apple Inc
5/3/2021,132.04,134.07,131.83,132.54,132.1175505,75135100,AAPL,Apple Inc
5/4/2021,131.19,131.4899,126.7,127.85,127.4424991,137564718,AAPL,Apple Inc
5/5/2021,129.2,130.45,127.97,128.1,127.6917023,84000900,AAPL,Apple Inc
5/6/2021,127.89,129.75,127.13,129.74,129.326475,78128334,AAPL,Apple Inc
5/7/2021,130.85,131.2582,129.475,130.21,130.0142758,78973273,AAPL,Apple Inc
5/10/2021,129.41,129.54,126.81,126.85,126.6593263,88071229,AAPL,Apple Inc
5/11/2021,123.5,126.27,122.77,125.91,125.7207393,126142826,AAPL,Apple Inc
5/12/2021,123.4,124.64,122.25,122.77,122.5854591,112172282,AAPL,Apple Inc
5/13/2021,124.58,126.15,124.26,124.97,124.7821522,105861339,AAPL,Apple Inc
5/14/2021,126.25,127.89,125.85,127.45,127.2584244,81917951,AAPL,Apple Inc
5/17/2021,126.82,126.93,125.17,126.27,126.0801981,74244624,AAPL,Apple Inc
5/18/2021,126.56,126.99,124.78,124.85,124.6623326,63342929,AAPL,Apple Inc
5/19/2021,123.16,124.915,122.86,124.69,124.5025731,92611989,AAPL,Apple Inc
5/20/2021,125.23,127.72,125.1,127.31,127.1186349,76857123,AAPL,Apple Inc
5/21/2021,127.82,128,125.21,125.43,125.2414608,79295436,AAPL,Apple Inc
5/24/2021,126.01,127.94,125.94,127.1,126.9089505,63092945,AAPL,Apple Inc
5/25/2021,127.82,128.32,126.32,126.9,126.7092512,72009482,AAPL,Apple Inc
5/26/2021,126.955,127.39,126.42,126.85,126.6593263,56575920,AAPL,Apple Inc
5/27/2021,126.44,127.64,125.08,125.28,125.0916863,94625601,AAPL,Apple Inc
5/28/2021,125.57,125.8,124.55,124.61,124.4226934,71311109,AAPL,Apple Inc
6/1/2021,125.08,125.35,123.94,124.28,124.0931894,67637118,AAPL,Apple Inc
6/2/2021,124.28,125.24,124.05,125.06,124.8720169,59278862,AAPL,Apple Inc
6/3/2021,124.68,124.85,123.13,123.54,123.3543017,76229170,AAPL,Apple Inc
6/4/2021,124.07,126.16,123.85,125.89,125.7007693,75169343,AAPL,Apple Inc
6/7/2021,126.17,126.32,124.8321,125.9,125.7107543,71057550,AAPL,Apple Inc
6/8/2021,126.6,128.46,126.2101,126.74,126.5494917,74403774,AAPL,Apple Inc
6/9/2021,127.21,127.75,126.52,127.13,126.9389054,56877937,AAPL,Apple Inc
6/10/2021,127.02,128.19,125.94,126.11,125.9204386,71186421,AAPL,Apple Inc
6/11/2021,126.53,127.44,126.1,127.35,127.1585747,53522373,AAPL,Apple Inc
6/14/2021,127.82,130.54,127.07,130.48,130.2838699,96906490,AAPL,Apple Inc
6/15/2021,129.94,130.6,129.39,129.64,129.4451326,62746332,AAPL,Apple Inc
6/16/2021,130.37,130.89,128.461,130.15,129.9543659,91339351,AAPL,Apple Inc
6/17/2021,129.8,132.55,129.65,131.79,131.5919008,96721669,AAPL,Apple Inc
6/18/2021,130.71,131.51,130.24,130.46,130.2639,108953309,AAPL,Apple Inc
6/21/2021,130.3,132.41,129.21,132.3,132.1011342,79663316,AAPL,Apple Inc
6/22/2021,132.13,134.08,131.62,133.98,133.7786089,74783618,AAPL,Apple Inc
6/23/2021,133.77,134.32,133.23,133.7,133.4990298,60214200,AAPL,Apple Inc
6/24/2021,134.45,134.64,132.93,133.41,133.2094657,68710998,AAPL,Apple Inc
6/25/2021,133.46,133.89,132.81,133.11,132.9099166,70783746,AAPL,Apple Inc
6/28/2021,133.41,135.245,133.35,134.78,134.5774064,62111303,AAPL,Apple Inc
6/29/2021,134.8,136.49,134.35,136.33,136.1250765,64556081,AAPL,Apple Inc
6/30/2021,136.17,137.41,135.87,136.96,136.7541295,63261393,AAPL,Apple Inc
7/1/2021,136.6,137.33,135.76,137.27,137.0636636,52485781,AAPL,Apple Inc
7/2/2021,137.9,140,137.745,139.96,139.7496201,78945572,AAPL,Apple Inc
7/6/2021,140.07,143.15,140.07,142.02,141.8065236,108181793,AAPL,Apple Inc
7/7/2021,143.535,144.89,142.66,144.57,144.3526906,104911589,AAPL,Apple Inc
7/8/2021,141.58,144.06,140.665,143.24,143.0246898,105575458,AAPL,Apple Inc
7/9/2021,142.75,145.65,142.6522,145.11,144.8918789,99890800,AAPL,Apple Inc
7/12/2021,146.21,146.32,144,144.5,144.2827958,76299719,AAPL,Apple Inc
7/13/2021,144.03,147.46,143.63,145.64,145.4210823,100827099,AAPL,Apple Inc
7/14/2021,148.1,149.57,147.68,149.15,148.9258062,127050785,AAPL,Apple Inc
7/15/2021,149.24,150,147.09,148.48,148.2568133,106820297,AAPL,Apple Inc
7/16/2021,148.46,149.76,145.88,146.39,146.1699549,93251426,AAPL,Apple Inc
7/19/2021,143.75,144.07,141.67,142.45,142.2358773,121434571,AAPL,Apple Inc
7/20/2021,143.46,147.0997,142.96,146.15,145.9303157,96350036,AAPL,Apple Inc
7/21/2021,145.53,146.13,144.63,145.4,145.181443,74993460,AAPL,Apple Inc
7/22/2021,145.935,148.195,145.81,146.8,146.5793386,77338156,AAPL,Apple Inc
7/23/2021,147.55,148.7177,146.92,148.56,148.3366931,71447416,AAPL,Apple Inc
7/26/2021,148.27,149.83,147.7,148.99,148.7660467,72434089,AAPL,Apple Inc
7/27/2021,149.12,149.21,145.55,146.77,146.5493837,104818578,AAPL,Apple Inc
7/28/2021,144.81,146.97,142.54,144.98,144.7620743,118931191,AAPL,Apple Inc
7/29/2021,144.685,146.55,144.58,145.64,145.4210823,54323047,AAPL,Apple Inc
7/30/2021,144.38,146.33,144.11,145.86,145.6407516,70440626,AAPL,Apple Inc
8/2/2021,146.36,146.95,145.25,145.52,145.3012626,62879961,AAPL,Apple Inc
8/3/2021,145.81,148.045,145.18,147.36,147.1384969,64786618,AAPL,Apple Inc
8/4/2021,147.27,147.79,146.28,146.95,146.7291131,56368271,AAPL,Apple Inc
8/5/2021,146.98,147.84,146.17,147.06,146.8389478,46397674,AAPL,Apple Inc
8/6/2021,146.35,147.11,145.63,146.14,146.14,54126813,AAPL,Apple Inc
8/9/2021,146.2,146.7,145.52,146.09,146.09,48908689,AAPL,Apple Inc
8/10/2021,146.44,147.71,145.3,145.6,145.6,69023081,AAPL,Apple Inc
8/11/2021,146.05,146.72,145.53,145.86,145.86,48493463,AAPL,Apple Inc
8/12/2021,146.19,149.05,145.84,148.89,148.89,73779113,AAPL,Apple Inc
8/13/2021,148.97,149.4444,148.27,149.1,149.1,58846293,AAPL,Apple Inc
8/16/2021,148.535,151.19,146.47,151.12,151.12,103558782,AAPL,Apple Inc
8/17/2021,150.23,151.68,149.09,150.19,150.19,92229735,AAPL,Apple Inc
8/18/2021,149.8,150.72,146.15,146.36,146.36,86325990,AAPL,Apple Inc
8/19/2021,145.03,148,144.5,146.7,146.7,86960310,AAPL,Apple Inc
8/20/2021,147.44,148.5,146.78,148.19,148.19,60549630,AAPL,Apple Inc
8/23/2021,148.31,150.19,147.89,149.71,149.71,60131810,AAPL,Apple Inc
8/24/2021,149.45,150.86,149.15,149.62,149.62,48606428,AAPL,Apple Inc
8/25/2021,149.81,150.32,147.8,148.36,148.36,58991297,AAPL,Apple Inc
8/26/2021,148.35,149.12,147.51,147.54,147.54,48597195,AAPL,Apple Inc
8/27/2021,147.48,148.75,146.83,148.6,148.6,55802388,AAPL,Apple Inc
8/30/2021,149,153.49,148.61,153.12,153.12,90956723,AAPL,Apple Inc
8/31/2021,152.66,152.8,151.29,151.83,151.83,86453117,AAPL,Apple Inc
9/1/2021,152.83,154.98,152.34,152.51,152.51,80313711,AAPL,Apple Inc
9/2/2021,153.87,154.72,152.4,153.65,153.65,71171317,AAPL,Apple Inc
9/3/2021,153.76,154.63,153.09,154.3,154.3,57866066,AAPL,Apple Inc
9/7/2021,154.97,157.26,154.39,156.69,156.69,82278261,AAPL,Apple Inc
9/8/2021,156.98,157.04,153.975,155.11,155.11,74420207,AAPL,Apple Inc
9/9/2021,155.49,156.11,153.95,154.07,154.07,57305730,AAPL,Apple Inc
9/10/2021,155,155.48,148.7,148.97,148.97,140893235,AAPL,Apple Inc
9/13/2021,150.63,151.42,148.75,149.55,149.55,102404329,AAPL,Apple Inc
9/14/2021,150.35,151.07,146.91,148.12,148.12,109296295,AAPL,Apple Inc
9/15/2021,148.56,149.44,146.37,149.03,149.03,83281315,AAPL,Apple Inc
9/16/2021,148.44,148.97,147.221,148.79,148.79,68034149,AAPL,Apple Inc
9/17/2021,148.82,148.82,145.76,146.06,146.06,129868824,AAPL,Apple Inc
9/20/2021,143.8,144.84,141.27,142.94,142.94,123478863,AAPL,Apple Inc
9/21/2021,143.93,144.6,142.78,143.43,143.43,75833962,AAPL,Apple Inc
9/22/2021,144.45,146.43,143.7001,145.85,145.85,76404341,AAPL,Apple Inc
9/23/2021,146.65,147.08,145.64,146.83,146.83,64838170,AAPL,Apple Inc
9/24/2021,145.66,147.4701,145.56,146.92,146.92,53477869,AAPL,Apple Inc
9/27/2021,145.47,145.96,143.82,145.37,145.37,74150729,AAPL,Apple Inc
9/28/2021,143.25,144.75,141.69,141.91,141.91,108972340,AAPL,Apple Inc
9/29/2021,142.47,144.45,142.03,142.83,142.83,74602044,AAPL,Apple Inc
9/30/2021,143.66,144.378,141.28,141.5,141.5,89056664,AAPL,Apple Inc
10/1/2021,141.9,142.92,139.1101,142.65,142.65,94639581,AAPL,Apple Inc
10/4/2021,141.76,142.21,138.27,139.14,139.14,98322008,AAPL,Apple Inc
10/5/2021,139.49,142.24,139.36,141.11,141.11,80861062,AAPL,Apple Inc
10/6/2021,139.47,142.15,138.37,142,142,83221119,AAPL,Apple Inc
10/7/2021,143.06,144.215,142.72,143.29,143.29,61732656,AAPL,Apple Inc
10/8/2021,144.03,144.1781,142.56,142.9,142.9,58773155,AAPL,Apple Inc
10/11/2021,142.27,144.81,141.81,142.81,142.81,64452219,AAPL,Apple Inc
10/12/2021,143.23,143.25,141.0401,141.51,141.51,73035859,AAPL,Apple Inc
10/13/2021,141.235,141.4,139.2,140.91,140.91,78762721,AAPL,Apple Inc
10/14/2021,142.11,143.88,141.51,143.76,143.76,69907100,AAPL,Apple Inc
